11388,2021-04-15 20:48:54.864677,127.0.0.1,60897,connect
11388,2021-04-15 20:49:09.120484,127.0.0.1,60897,disconnect
10268,2021-04-16 09:39:23.569529,127.0.0.1,64501,connect
10268,2021-04-16 09:53:43.529762,127.0.0.1,64501,disconnect
8972,2021-04-16 10:51:27.540595,127.0.0.1,64755,connect
8972,2021-04-16 10:52:02.499710,127.0.0.1,64755,disconnect
8580,2021-04-16 10:53:26.324059,127.0.0.1,64763,connect
8580,2021-04-16 10:54:51.229299,127.0.0.1,64763,disconnect
7308,2021-04-16 11:06:15.672237,127.0.0.1,64834,connect
